osm_way_id,longitude,latitude,rge_alti_m,copernicus_glo30_m,difference_m
123189416,6.043689,45.019521,1534.85,1544.14,9.29
123189416,6.046918,45.0178,1443.72,1449.89,6.17
123189416,6.050255,45.019393,1371.35,1380.06,8.71
123189416,6.043999,45.025608,1275.96,1270.83,-5.13
123189416,6.046211,45.026014,1171.11,1196.85,25.74
123189416,6.048483,45.025667,1082.19,1121.64,39.45
123189416,6.042456,45.031822,984.16,1065.51,81.35
222916418,6.040857,45.119649,995.19,997.54,2.35
222916418,6.038169,45.116716,1068.06,1062.2,-5.86
222916418,6.035402,45.115402,1142.22,1139.58,-2.64
222916418,6.037924,45.114723,1205.14,1199.59,-5.55
222916418,6.04301,45.112543,1267.53,1264.51,-3.02
222916418,6.03691,45.112128,1336.03,1347.99,11.96
222916418,6.039195,45.105152,1388.09,1400.05,11.96
846177345,6.187199,45.037975,1099.93,1100.57,0.64
846177345,6.178127,45.037829,1099.74,1094.81,-4.93
846177345,6.168593,45.039022,1040.93,1051.97,11.04
846177345,6.160124,45.039939,1038.63,1051.76,13.13
846177345,6.151465,45.039372,1051.56,1067.17,15.61
846177345,6.144973,45.04148,1057.65,1049.02,-8.63
232744090,6.163552,45.096178,1556.02,1563.81,7.79
232744090,6.164761,45.099337,1609.18,1611.37,2.19
232744090,6.161908,45.099705,1663.48,1670.58,7.1
232744090,6.159873,45.099973,1719.69,1724.72,5.03
232744090,6.154112,45.094443,1793.87,1801.68,7.81
232744090,6.154398,45.09732,1869.04,1883.1,14.06
232744090,6.149958,45.091834,1935.77,1951.28,15.51
232934767,6.03692,45.058163,722.8,721.91,-0.89
232934767,6.042723,45.053877,723.76,721.41,-2.35
232934767,6.048546,45.049619,724.92,723.26,-1.66
232934767,6.054863,45.045749,726.61,727.35,0.74
232934767,6.053846,45.039926,727.97,725.99,-1.98
232934767,6.052213,45.034098,730.9,729.13,-1.77
232934767,6.05056,45.028365,732.9,736.66,3.76
181435153,6.017869,45.084176,718.21,716.32,-1.89
181435153,6.018115,45.089619,717.09,716.19,-0.9
181435153,6.018785,45.095034,716.27,714.36,-1.91
181435153,6.020357,45.100366,715.73,711.93,-3.8
181435153,6.021021,45.105768,714.85,712.74,-2.11
181435153,6.019094,45.111001,713.82,714.54,0.72
181435153,6.014112,45.114972,713.59,713.45,-0.14
222916417,6.05361,45.139434,901.89,901.06,-0.83
222916417,6.056296,45.141553,943.71,936.64,-7.07
222916417,6.05738,45.141499,992.27,995.52,3.25
222916417,6.059071,45.136534,1034.87,1032.1,-2.77
222916417,6.060369,45.13674,1075.92,1078.83,2.91
222916417,6.063676,45.135377,1111.49,1114.66,3.17
222916417,6.064311,45.13629,1152.58,1151.9,-0.68
85646316,6.072421,45.157046,1205.06,1216.27,11.21
85646316,6.06661,45.155246,1255.52,1262.95,7.43
85646316,6.070397,45.157941,1307.67,1311.4,3.73
85646316,6.06664,45.157749,1359.69,1364.58,4.89
85646316,6.068894,45.159643,1407.02,1416.34,9.32
85646316,6.066148,45.159167,1451.23,1473.67,22.44
85646316,6.063086,45.159674,1499.46,1507.12,7.66
49894102,6.06666,45.020206,745.53,748.23,2.7
49894102,6.064994,45.015908,748.33,763.65,15.32
49894102,6.066507,45.011548,764.13,764.56,0.43
49894102,6.068572,45.007163,767.74,775.89,8.15
49894102,6.07158,45.003211,810.15,815.94,5.79
187059537,6.079547,45.055559,1583.54,1594.32,10.78
187059537,6.085253,45.054706,1566.17,1565.99,-0.18
187059537,6.090804,45.053151,1542.51,1559.48,16.97
187059537,6.096167,45.054075,1504.8,1509.86,5.06
187059537,6.095309,45.053121,1471.47,1480.3,8.83
187059537,6.090181,45.051926,1436.89,1438.9,2.01
165377595,6.092057,45.032124,960.12,959.85,-0.27
165377595,6.090589,45.028199,1023.25,1031.63,8.38
165377595,6.085781,45.02742,1047.79,1059.78,11.99
165377595,6.0887,45.027143,1097.12,1103.17,6.05
165377595,6.084221,45.025546,1152.42,1159.13,6.71
165377595,6.089772,45.02522,1183.81,1177.06,-6.75
123189418,6.019478,45.036946,1679.13,1677.55,-1.58
123189418,6.023382,45.035043,1638.57,1647.06,8.49
123189418,6.026333,45.032579,1632.77,1640.08,7.31
123189418,6.029903,45.030729,1632.74,1637.94,5.2
123189418,6.032524,45.028346,1640.77,1628.25,-12.52
123189418,6.034597,45.025961,1646.56,1655.15,8.59
123189418,6.037482,45.022809,1648.17,1648.63,0.46
187065132,6.192301,45.08269,1709.56,1711.04,1.48
187065132,6.18772,45.082723,1685.87,1682.49,-3.38
187065132,6.183071,45.08239,1671.93,1676.66,4.73
187065132,6.179554,45.08201,1656.24,1671.96,15.72
187065132,6.177153,45.078996,1646.99,1654.71,7.72
187065132,6.175647,45.075367,1607.91,1617.15,9.24
264100557,6.073263,45.08762,1774.9,1784.95,10.05
264100557,6.069852,45.085786,1752.06,1759.72,7.66
264100557,6.065859,45.085555,1715.47,1718.63,3.16
264100557,6.06205,45.087513,1688.48,1688.87,0.39
264100557,6.064607,45.084909,1657.26,1660.38,3.12
264100557,6.062883,45.084867,1630.19,1637.68,7.49
264100557,6.058823,45.086656,1599.36,1602.25,2.89
1082369794,6.053381,45.077072,1388.99,1388.71,-0.28
1082369794,6.049106,45.078373,1363.03,1380.78,17.75
1082369794,6.050353,45.077585,1330.68,1340.81,10.13
1082369794,6.052439,45.074774,1293.08,1295.86,2.78
1082369794,6.049131,45.076725,1257.05,1273.58,16.53
1082369794,6.049472,45.076126,1225.02,1242.07,17.05
1082369794,6.052169,45.073302,1204.3,1205.49,1.19
271951347,6.132085,45.038789,1240.79,1252.28,11.49
271951347,6.132428,45.04228,1213.9,1208.11,-5.79
271951347,6.133285,45.040309,1189.88,1201.63,11.75
271951347,6.135029,45.037548,1164.59,1162.44,-2.15
271951347,6.134923,45.038185,1134.92,1147.66,12.74
271951347,6.135846,45.038659,1109.45,1107.69,-1.76
271951347,6.136123,45.041161,1076.93,1079.24,2.31
232729093,6.056251,45.064171,1360.19,1357.28,-2.91
232729093,6.053306,45.062558,1336.95,1340.57,3.62
232729093,6.052542,45.062782,1306.11,1321.58,15.47
232729093,6.053082,45.061344,1279.17,1297.23,18.06
232729093,6.05198,45.062113,1251.82,1272.5,20.68
232729093,6.053442,45.059252,1223.88,1245.59,21.71
232729093,6.053089,45.056385,1194.55,1197.42,2.87
222916418,6.047481,45.127451,850.62,841.45,-9.17
222916418,6.044464,45.12556,876.4,866.49,-9.91
222916418,6.04086,45.123825,902.36,908.23,5.87
222916418,6.039101,45.121778,915.15,913.62,-1.53
222916418,6.042519,45.123635,944.35,947.33,2.98
222916418,6.041952,45.122643,964.46,964.01,-0.45
222916418,6.040813,45.119708,994.59,995.19,0.6
265659186,6.116842,45.033685,1327.37,1330.96,3.59
265659186,6.112364,45.033628,1351.15,1351.23,0.08
265659186,6.115936,45.032785,1383.86,1377.75,-6.11
265659186,6.119891,45.031764,1409.16,1413.81,4.65
265659186,6.122307,45.029397,1434.07,1447.88,13.81
265659186,6.120945,45.030459,1458.49,1466.81,8.32
265659186,6.121697,45.028386,1476.79,1479.99,3.2
232939754,6.028095,45.065087,717.73,721.54,3.81
232939754,6.02676,45.067222,720.55,721.19,0.64
232939754,6.025652,45.069988,720.03,719.44,-0.59
232939754,6.024878,45.072817,719.73,718.51,-1.22
232939754,6.02398,45.075625,719.03,716.89,-2.14
232939754,6.022623,45.07834,718.78,718.0,-0.78
232939754,6.020873,45.08094,718.76,719.02,0.26
222916417,6.064318,45.136295,1152.95,1151.9,-1.05
222916417,6.061556,45.138028,1175.13,1171.84,-3.29
222916417,6.061669,45.140168,1208.96,1226.62,17.66
222916417,6.063027,45.13824,1225.04,1224.97,-0.07
222916417,6.066595,45.137088,1256.15,1269.29,13.14
222916417,6.070416,45.136505,1292.88,1306.77,13.89
222916417,6.073962,45.135847,1299.77,1309.24,9.47
804387783,6.059722,45.015757,745.21,750.83,5.62
804387783,6.059556,45.018129,743.61,746.61,3.0
804387783,6.057596,45.020117,740.84,744.97,4.13
804387783,6.05605,45.022325,737.84,739.93,2.09
804387783,6.053607,45.024139,735.59,745.83,10.24
804387783,6.051959,45.026159,732.9,747.25,14.35
804387783,6.050406,45.028295,733.28,736.79,3.51
132974155,6.161234,45.083879,1429.61,1434.38,4.77
132974155,6.161402,45.08621,1447.9,1456.15,8.25
132974155,6.162011,45.088382,1472.1,1489.35,17.25
132974155,6.16363,45.090308,1489.67,1494.09,4.42
132974155,6.163993,45.092258,1514.59,1518.86,4.27
132974155,6.163484,45.093697,1530.99,1541.23,10.24
132974155,6.163398,45.095962,1553.8,1559.41,5.61
133213827,6.18571,45.071105,1680.08,1692.83,12.75
133213827,6.183492,45.070503,1666.48,1672.43,5.95
133213827,6.18032,45.070428,1645.54,1647.6,2.06
133213827,6.179287,45.072495,1626.06,1622.05,-4.01
133213827,6.180524,45.074665,1607.23,1596.47,-10.76
133213827,6.181116,45.07691,1589.16,1585.94,-3.22
133213827,6.181436,45.078846,1566.72,1570.88,4.16
117643613,6.041599,45.080257,1540.67,1538.56,-2.11
117643613,6.044414,45.080901,1536.73,1553.78,17.05
117643613,6.046484,45.080667,1528.79,1540.14,11.35
117643613,6.049505,45.080626,1520.21,1535.04,14.83
117643613,6.05251,45.080079,1497.53,1527.47,29.94
117643613,6.053141,45.081948,1495.92,1517.84,21.92
29720333,6.100754,45.084735,1848.99,1859.27,10.28
29720333,6.103927,45.084798,1839.05,1851.47,12.42
29720333,6.106124,45.084426,1829.42,1831.4,1.98
29720333,6.108008,45.082728,1809.28,1807.53,-1.75
29720333,6.109259,45.080741,1787.71,1794.12,6.41
29720333,6.111996,45.080316,1784.77,1807.45,22.68
457903746,6.039212,45.105057,1389.57,1400.05,10.48
457903746,6.038172,45.103353,1399.4,1392.13,-7.27
457903746,6.03642,45.101571,1414.14,1425.84,11.7
457903746,6.034537,45.099825,1427.34,1432.14,4.8
457903746,6.033299,45.097868,1441.78,1450.12,8.34
457903746,6.031508,45.096077,1456.45,1464.79,8.34
457903746,6.030793,45.093942,1470.42,1464.53,-5.89
210456518,6.044456,45.14568,841.84,838.84,-3.0
210456518,6.044576,45.147864,841.54,862.88,21.34
210456518,6.044515,45.150047,848.93,861.52,12.59
210456518,6.044517,45.152197,847.98,868.27,20.29
210456518,6.044472,45.154373,852.39,861.2,8.81
210456518,6.04365,45.156484,858.76,859.64,0.88
210456518,6.042982,45.158454,859.33,862.72,3.39
222916419,6.033504,45.090274,1455.51,1454.6,-0.91
222916419,6.035345,45.088605,1474.27,1474.47,0.2
222916419,6.036094,45.086555,1494.22,1486.86,-7.36
222916419,6.036635,45.084695,1513.3,1505.07,-8.23
222916419,6.039238,45.08387,1524.91,1536.12,11.21
222916419,6.040682,45.082303,1531.68,1536.59,4.91
222916419,6.041599,45.080257,1540.67,1538.56,-2.11
49158672,6.115273,45.046614,1215.96,1230.77,14.81
49158672,6.116578,45.04857,1190.7,1206.56,15.86
49158672,6.116509,45.047519,1171.72,1186.43,14.71
49158672,6.116063,45.045358,1143.51,1168.2,24.69
49158672,6.116167,45.043907,1116.52,1129.07,12.55
49158672,6.117698,45.045469,1094.29,1107.05,12.76
132676262,6.028168,45.049549,725.76,728.49,2.73
132676262,6.028985,45.047997,725.16,717.88,-7.28
132676262,6.030355,45.046283,727.78,730.48,2.7
132676262,6.032607,45.044925,728.54,731.59,3.05
132676262,6.033734,45.043055,733.65,746.08,12.43
132676262,6.034296,45.040941,725.52,726.33,0.81
132676262,6.036379,45.039785,723.38,718.9,-4.48
1082695938,6.115739,45.079579,1771.45,1779.75,8.3
1082695938,6.11847,45.078897,1762.05,1783.51,21.46
1082695938,6.121247,45.079266,1764.02,1783.79,19.77
1082695938,6.124018,45.079821,1776.63,1788.24,11.61
1082695938,6.126231,45.081152,1791.72,1810.34,18.62
1082695938,6.128917,45.081816,1807.65,1815.17,7.52
1082695938,6.131575,45.081585,1822.75,1829.22,6.47
252083563,6.020716,45.131721,1193.0,1210.49,17.49
252083563,6.02176,45.132768,1209.42,1213.73,4.31
252083563,6.024074,45.134022,1222.8,1248.56,25.76
252083563,6.025393,45.135656,1253.26,1262.59,9.33
252083563,6.026711,45.137452,1271.85,1279.17,7.32
252083563,6.02732,45.138696,1264.08,1293.22,29.14
1093032931,6.043816,45.067178,977.84,976.28,-1.56
1093032931,6.042799,45.068903,960.05,990.13,30.08
1093032931,6.042939,45.066994,935.44,936.51,1.07
1093032931,6.04273,45.066658,912.44,915.04,2.6
1093032931,6.041797,45.067795,894.38,883.97,-10.41
1093032931,6.041917,45.066716,875.15,877.5,2.35
1093032931,6.040959,45.068756,848.03,848.54,0.51
232739271,6.136779,45.080728,1887.22,1887.03,-0.19
232739271,6.139426,45.081163,1909.23,1898.95,-10.28
232739271,6.141943,45.081897,1932.17,1922.95,-9.22
232739271,6.144018,45.083147,1954.6,1951.37,-3.23
232739271,6.146086,45.084409,1970.98,1970.29,-0.69
232739271,6.147872,45.08586,1985.01,1986.34,1.33
232739271,6.149057,45.08753,1999.06,1992.53,-6.53
61497930,6.132824,45.046934,1027.78,1029.76,1.98
61497930,6.131393,45.045794,1017.16,1022.54,5.38
61497930,6.129722,45.044366,1009.26,1010.5,1.24
61497930,6.128315,45.042763,991.4,992.38,0.98
61497930,6.126766,45.041232,976.73,978.16,1.43
61497930,6.124558,45.040564,971.76,968.54,-3.22
61497930,6.126348,45.041371,960.54,962.71,2.17
97976238,6.062243,45.149654,1014.17,1016.41,2.24
97976238,6.065024,45.150128,1023.72,1032.92,9.2
97976238,6.066706,45.151489,1034.04,1047.64,13.6
97976238,6.068758,45.152703,1038.51,1057.43,18.92
97976238,6.070511,45.15267,1049.36,1050.3,0.94
97976238,6.072166,45.152956,1054.08,1048.93,-5.15
97976238,6.072479,45.152098,1056.24,1055.45,-0.79
132974150,6.151121,45.064756,1290.19,1304.04,13.85
132974150,6.14958,45.063215,1276.89,1287.76,10.87
132974150,6.148576,45.061582,1260.78,1272.24,11.46
132974150,6.147329,45.059917,1235.81,1245.55,9.74
132974150,6.147291,45.059282,1220.9,1223.99,3.09
132974150,6.149575,45.059942,1192.7,1200.02,7.32
210456509,6.043029,45.158482,859.76,862.72,2.96
210456509,6.042334,45.160148,879.45,890.89,11.44
210456509,6.042151,45.161912,889.88,902.33,12.45
210456509,6.042145,45.163704,903.25,910.26,7.01
210456509,6.042005,45.165497,913.83,916.05,2.22
210456509,6.041605,45.16716,938.44,958.43,19.99
210456509,6.040425,45.168684,942.73,932.97,-9.76
224234409,6.161358,45.082231,1391.91,1404.66,12.75
224234409,6.160031,45.080809,1385.83,1390.7,4.87
224234409,6.158816,45.079349,1382.08,1399.93,17.85
224234409,6.158001,45.077771,1382.57,1394.1,11.53
224234409,6.158352,45.076132,1377.76,1375.55,-2.21
224234409,6.157991,45.07452,1374.2,1385.2,11.0
224234409,6.156766,45.073064,1369.67,1382.04,12.37
119453143,6.049603,45.128275,841.41,840.28,-1.13
119453143,6.048979,45.129773,834.17,836.97,2.8
119453143,6.05003,45.131409,857.51,858.23,0.72
119453143,6.051119,45.132824,869.82,873.13,3.31
119453143,6.051494,45.134225,871.07,867.93,-3.14
119453143,6.051972,45.135903,878.1,883.12,5.02
119453143,6.051321,45.137562,876.64,874.08,-2.56
264100551,6.047834,45.073488,1096.23,1100.54,4.31
264100551,6.046821,45.071925,1073.94,1079.63,5.69
264100551,6.044631,45.071202,1058.98,1073.51,14.53
264100551,6.045784,45.071065,1044.91,1048.49,3.58
264100551,6.047815,45.071828,1031.46,1039.75,8.29
264100551,6.047257,45.071006,1016.07,1023.57,7.5
264100551,6.045723,45.069686,995.29,1002.95,7.66
271950742,6.163531,45.068707,1393.36,1406.01,12.65
271950742,6.161575,45.069036,1381.0,1387.21,6.21
271950742,6.159587,45.068423,1371.4,1366.1,-5.3
271950742,6.157394,45.067941,1334.75,1338.65,3.9
271950742,6.156438,45.066635,1328.65,1328.64,-0.01
271950742,6.15691,45.068162,1296.31,1285.98,-10.33
271950742,6.158537,45.069188,1284.47,1317.14,32.67
236754704,6.054621,45.149578,968.35,969.34,0.99
236754704,6.053062,45.149776,945.24,955.76,10.52
236754704,6.05468,45.148666,931.91,939.4,7.49
236754704,6.055238,45.147587,910.77,914.08,3.31
236754704,6.056003,45.146743,894.1,901.08,6.98
236754704,6.054078,45.14757,880.68,887.92,7.24
236754704,6.052316,45.147724,857.72,856.38,-1.34
186897379,6.08331,45.039244,1236.67,1256.74,20.07
186897379,6.0821,45.037885,1252.23,1263.62,11.39
186897379,6.080089,45.037831,1265.78,1281.67,15.89
186897379,6.078249,45.038673,1284.2,1292.19,7.99
186897379,6.076607,45.039397,1301.97,1305.7,3.73
186897379,6.07492,45.038435,1313.42,1321.08,7.66
186897379,6.073139,45.037551,1323.85,1336.19,12.34
133321156,6.167608,45.072324,1535.86,1539.39,3.53
133321156,6.166328,45.073134,1546.79,1557.83,11.04
133321156,6.164323,45.073345,1563.7,1579.19,15.49
133321156,6.166486,45.073603,1566.27,1567.88,1.61
133321156,6.168076,45.073468,1576.19,1580.12,3.93
133321156,6.169662,45.072693,1585.36,1589.01,3.65
133321156,6.17189,45.073027,1580.18,1583.99,3.81
1246895765,6.102658,45.033709,1264.85,1256.06,-8.79
1246895765,6.104479,45.034543,1284.51,1279.99,-4.52
1246895765,6.106006,45.035393,1285.07,1260.94,-24.13
1246895765,6.107744,45.03595,1285.37,1261.48,-23.89
1246895765,6.109864,45.035492,1300.37,1306.75,6.38
1246895765,6.111898,45.034978,1301.56,1313.63,12.07
1246895765,6.114052,45.034577,1307.14,1312.18,5.04
222919305,6.073015,45.037512,1324.6,1341.79,17.19
222919305,6.071369,45.038265,1335.06,1335.12,0.06
222919305,6.070218,45.039375,1336.27,1319.95,-16.32
222919305,6.069752,45.040812,1333.49,1332.59,-0.9
222919305,6.068737,45.041899,1323.37,1319.63,-3.74
222919305,6.067812,45.042962,1316.14,1327.57,11.43
222919305,6.06636,45.044074,1307.15,1322.99,15.84
123189411,6.03759,45.022663,1648.02,1648.35,0.33
123189411,6.037095,45.021689,1650.46,1655.61,5.15
123189411,6.035833,45.020758,1635.24,1634.99,-0.25
123189411,6.036009,45.019308,1621.55,1624.69,3.14
123189411,6.036521,45.019187,1607.75,1611.52,3.77
123189411,6.037431,45.019793,1594.48,1601.97,7.49
123189411,6.037579,45.018366,1575.74,1580.93,5.19
206313880,6.187461,45.039278,1095.03,1107.78,12.75
206313880,6.185438,45.038952,1090.0,1103.2,13.2
206313880,6.183393,45.03907,1086.73,1094.87,8.14
206313880,6.181346,45.039186,1081.69,1101.46,19.77
206313880,6.17928,45.039287,1076.31,1083.3,6.99
206313880,6.177246,45.03924,1063.22,1071.69,8.47
271952849,6.080871,45.027234,844.55,860.72,16.17
271952849,6.082142,45.028327,833.56,850.49,16.93
271952849,6.083685,45.029256,856.57,834.88,-21.69
271952849,6.084923,45.030379,871.7,856.24,-15.46
271952849,6.086126,45.03152,876.34,879.16,2.82
271952849,6.087522,45.032409,891.37,895.29,3.92
271952849,6.089531,45.03245,907.93,907.2,-0.73
222916416,6.032904,45.121284,761.25,758.63,-2.62
222916416,6.031272,45.120526,759.4,760.8,1.4
222916416,6.029493,45.119943,758.35,764.2,5.85
222916416,6.027716,45.119347,751.9,752.24,0.34
222916416,6.026399,45.118393,740.61,738.75,-1.86
222916416,6.02545,45.117178,729.89,728.49,-1.4
222916416,6.025086,45.115815,719.28,722.34,3.06
1083211638,6.087275,45.089126,1871.19,1873.14,1.95
1083211638,6.088887,45.088431,1870.46,1873.26,2.8
1083211638,6.090401,45.087612,1861.92,1865.25,3.33
1083211638,6.092214,45.08731,1854.1,1857.53,3.43
1083211638,6.090969,45.086707,1845.96,1850.0,4.04
1083211638,6.090005,45.085998,1838.32,1841.78,3.46
1083211638,6.091875,45.085963,1834.71,1838.41,3.7
238290946,6.132829,45.036307,1258.57,1260.84,2.27
238290946,6.134782,45.035946,1262.51,1253.45,-9.06
238290946,6.136506,45.035432,1257.61,1260.71,3.1
238290946,6.137941,45.034915,1249.79,1263.17,13.38
238290946,6.139039,45.033893,1249.9,1262.13,12.23
238290946,6.139355,45.032686,1259.68,1268.97,9.29
238290946,6.140688,45.031691,1258.58,1262.33,3.75
264100551,6.048898,45.075252,1169.5,1175.71,6.21
264100551,6.047701,45.074758,1152.25,1163.89,11.64
264100551,6.049451,45.074696,1149.32,1157.84,8.52
264100551,6.05033,45.073416,1132.23,1148.75,16.52
264100551,6.051184,45.072439,1116.32,1124.22,7.9
264100551,6.049686,45.073268,1105.31,1107.93,2.62
264100551,6.047885,45.073521,1096.73,1100.54,3.81
1082749713,6.072421,45.157046,1205.06,1216.27,11.21
1082749713,6.071436,45.155853,1194.28,1209.69,15.41
1082749713,6.069872,45.155012,1178.66,1211.35,32.69
1082749713,6.068234,45.154241,1162.7,1194.85,32.15
1082749713,6.06718,45.153332,1148.59,1160.43,11.84
1082749713,6.065691,45.152418,1133.05,1141.92,8.87
181437616,6.016541,45.073975,730.4,730.24,-0.16
181437616,6.017798,45.074906,727.09,728.98,1.89
181437616,6.018252,45.07621,725.53,728.76,3.23
181437616,6.018261,45.07756,724.15,724.57,0.42
181437616,6.01869,45.078787,721.26,728.57,7.31
181437616,6.01979,45.07989,719.2,729.21,10.01
181437616,6.020434,45.080992,719.94,720.7,0.76
803848766,6.048016,45.031323,723.82,725.07,1.25
803848766,6.046671,45.032123,726.25,715.81,-10.44
803848766,6.045514,45.032852,724.32,743.48,19.16
803848766,6.045258,45.034163,726.26,723.27,-2.99
803848766,6.044157,45.035243,721.95,720.65,-1.3
803848766,6.042544,45.03581,720.16,758.6,38.44
803848766,6.041662,45.036982,719.78,718.77,-1.01
234164228,6.030888,45.075812,721.27,722.93,1.66
234164228,6.032322,45.075111,718.84,721.64,2.8
234164228,6.033574,45.074153,723.29,725.89,2.6
234164228,6.034752,45.073149,718.4,721.52,3.12
234164228,6.035582,45.072065,718.79,722.02,3.23
234164228,6.03605,45.070837,716.85,717.2,0.35
234164228,6.03671,45.069628,716.84,719.7,2.86
186902781,6.103955,45.044611,1069.9,1076.68,6.78
186902781,6.103249,45.0459,1090.82,1095.44,4.62
186902781,6.102731,45.046946,1107.47,1111.29,3.82
186902781,6.102979,45.047211,1119.56,1119.2,-0.36
186902781,6.104235,45.04641,1129.31,1143.57,14.26
186902781,6.104121,45.047046,1144.94,1151.01,6.07
186902781,6.10358,45.048276,1160.47,1160.98,0.51
760412725,6.096034,45.047968,1186.01,1196.58,10.57
760412725,6.097922,45.048,1171.15,1176.31,5.16
760412725,6.09923,45.048744,1168.25,1180.04,11.79
760412725,6.100648,45.048241,1150.3,1150.32,0.02
760412725,6.10195,45.048877,1149.05,1151.3,2.25
760412725,6.102704,45.049483,1159.26,1171.24,11.98
760412725,6.1036,45.048319,1161.96,1160.98,-0.98
1408117702,6.040878,45.069132,843.57,855.18,11.61
1408117702,6.03968,45.070102,827.33,836.23,8.9
1408117702,6.039171,45.071309,811.03,827.3,16.27
1408117702,6.038975,45.07153,802.4,809.69,7.29
1408117702,6.038698,45.070244,786.51,796.2,9.69
1408117702,6.03923,45.069,770.09,779.9,9.81
72593628,6.086158,45.115042,2077.4,2080.41,3.01
72593628,6.085684,45.113883,2070.12,2073.95,3.83
72593628,6.084864,45.112831,2065.98,2072.52,6.54
72593628,6.083949,45.111812,2054.69,2059.02,4.33
72593628,6.083447,45.110656,2040.18,2046.71,6.53
72593628,6.08272,45.10959,2031.59,2040.47,8.88
72593628,6.082107,45.108621,2027.64,2028.46,0.82
157559982,6.049044,45.136904,778.64,777.37,-1.27
157559982,6.049995,45.136014,790.39,780.89,-9.5
157559982,6.050124,45.136128,800.97,796.26,-4.71
157559982,6.049451,45.137268,806.89,818.93,12.04
157559982,6.049251,45.138412,817.69,826.96,9.27
157559982,6.050783,45.138936,833.69,814.46,-19.23
157559982,6.051932,45.139774,844.81,848.52,3.71
181438145,6.021373,45.081302,719.96,715.5,-4.46
181438145,6.022076,45.080258,718.86,715.5,-3.36
181438145,6.023305,45.079418,716.34,716.72,0.38
181438145,6.024444,45.078452,716.69,717.07,0.38
181438145,6.025725,45.07758,716.84,718.86,2.02
181438145,6.027049,45.077022,716.82,719.53,2.71
181438145,6.028166,45.076042,716.85,719.16,2.31
333253139,6.07824,45.155608,1174.51,1179.19,4.68
333253139,6.078557,45.155037,1157.44,1168.74,11.3
333253139,6.080304,45.155417,1153.36,1157.39,4.03
333253139,6.081948,45.155661,1147.91,1153.01,5.1
333253139,6.082273,45.155202,1133.41,1132.77,-0.64
333253139,6.080917,45.154478,1122.8,1128.66,5.86
333253139,6.079271,45.154067,1113.99,1110.08,-3.91
165523290,6.094454,45.024644,1254.63,1262.85,8.22
165523290,6.095495,45.025536,1269.74,1277.96,8.22
165523290,6.095774,45.026777,1280.69,1288.45,7.76
165523290,6.096023,45.026373,1288.0,1304.11,16.11
165523290,6.096188,45.025119,1300.15,1313.5,13.35
165523290,6.095785,45.023943,1304.0,1302.61,-1.39
165523290,6.095958,45.022791,1317.31,1319.02,1.71
49158672,6.108786,45.043916,1218.56,1227.61,9.05
49158672,6.110134,45.044063,1229.8,1236.06,6.26
49158672,6.111414,45.04493,1238.16,1241.34,3.18
49158672,6.112366,45.044467,1240.13,1241.28,1.15
49158672,6.113802,45.044462,1236.66,1242.01,5.35
49158672,6.114614,45.045457,1228.61,1237.08,8.47
49158672,6.115273,45.046614,1215.96,1230.77,14.81
1304085304,6.023807,45.114738,712.91,712.28,-0.63
1304085304,6.022228,45.114652,713.03,711.64,-1.39
1304085304,6.020641,45.114668,712.91,714.61,1.7
1304085304,6.019175,45.1151,712.69,712.4,-0.29
1304085304,6.017717,45.115547,712.71,713.48,0.77
1304085304,6.016321,45.116068,712.7,713.56,0.86
1304085304,6.015291,45.116925,712.6,711.94,-0.66
39182590,6.040857,45.119649,995.19,997.54,2.35
39182590,6.041498,45.120502,1000.59,999.53,-1.06
39182590,6.042154,45.121555,1010.4,1006.62,-3.78
39182590,6.043516,45.122279,1023.61,1008.84,-14.77
39182590,6.043462,45.122053,1029.76,1021.47,-8.29
39182590,6.042749,45.120981,1037.7,1028.59,-9.11
39182590,6.043058,45.119787,1047.55,1051.09,3.54
187050883,6.144066,45.052267,1212.65,1215.97,3.32
187050883,6.144284,45.051065,1216.17,1234.98,18.81
187050883,6.144615,45.051556,1226.49,1233.15,6.66
187050883,6.145064,45.052637,1235.7,1241.25,5.55
187050883,6.144954,45.051489,1241.75,1246.32,4.57
187050883,6.144894,45.050235,1243.62,1250.14,6.52
187050883,6.145854,45.04971,1273.14,1286.06,12.92
187043356,6.11758,45.051637,1288.57,1296.61,8.04
187043356,6.117995,45.051527,1277.82,1292.38,14.56
187043356,6.116963,45.050923,1269.87,1290.6,20.73
187043356,6.115893,45.050084,1255.48,1273.61,18.13
187043356,6.115438,45.048916,1242.33,1258.43,16.1
187043356,6.11532,45.047709,1227.72,1235.11,7.39
187043356,6.115247,45.046621,1217.48,1230.77,13.29
232403001,6.036454,45.125265,725.15,727.73,2.58
232403001,6.03527,45.124521,724.05,724.13,0.08
232403001,6.03401,45.123877,723.34,724.69,1.35
232403001,6.032424,45.123846,722.3,724.7,2.4
232403001,6.030835,45.123841,721.19,725.57,4.38
232403001,6.029246,45.123824,720.2,722.96,2.76
232403001,6.027657,45.123845,719.0,719.62,0.62
232977817,6.021871,45.107194,712.69,713.46,0.77
232977817,6.022326,45.108313,712.0,718.69,6.69
232977817,6.022858,45.109417,711.53,711.92,0.39
232977817,6.023347,45.110535,711.71,712.62,0.91
232977817,6.023415,45.111477,711.84,715.6,3.76
232977817,6.023184,45.112607,711.89,713.17,1.28
232977817,6.023366,45.113685,712.07,712.69,0.62
